1571,28.578073352928172,21,1
1220,15.018175281824576,6,3
1291,7.739596186410224,24,3
941,14.061510898673003,4,3
215,3.7838813742542836,1,1
1376,11.261698249564184,24,3
319,4.373019456468794,5,1
1725,32.89173865623596,40,2
471,8.026701276837366,8,3
1150,21.34670539656409,10,3
634,5.331467813912658,15,2
179,2.4992840743863463,0,1
733,12.913375891656028,12,1
1590,8.964331429329292,35,2
225,0.13288112987242226,5,1
1364,6.099174846174469,6,2
1730,26.040932571274794,40,1
1487,8.574957947258795,28,2
755,11.146412111048063,3,2
1067,11.368571740696954,15,3
1412,5.003900472891433,14,2
1123,14.761982497429091,15,1
1836,3.3355901990976276,36,3
443,0.9084566834781457,2,2
647,4.568149979854133,6,3
1646,30.09007721584859,24,1
1355,14.602862135563084,18,2
1005,11.138220770280236,15,2
1725,26.733223321752952,32,2
1215,3.7347903468427632,24,2
1574,23.07184116903147,28,3
1500,2.1607067514470577,14,3
1448,16.373977541069547,28,2
1670,10.442523310443404,24,3
1809,13.288534325471055,18,3
499,5.185161839558688,4,2
520,1.5361261318479316,6,2
1975,11.749981833076767,36,2
372,5.584928472684113,5,1
1646,27.179750179258164,40,3
1228,2.220551428788498,30,1
373,5.845739424591959,3,2
638,11.089522573961505,12,1
1984,38.07228202422305,18,2
699,8.756860856,15,1
1219,18.083787914956226,6,1
964,16.91951910890953,12,3
962,7.237283817211486,4,3
1886,30.034399323382903,27,1
1351,0.7600141539855382,18,1
711,13.126404804218534,9,3
568,9.903310103,2,3
550,0.49485245960448554,4,3
1078,10.070196172448586,10,1
1470,8.546282905235937,14,2
379,2.4840160813235785,3,3
272,1.4583720386742403,2,3
1168,11.487205856069629,15,1
388,5.759378127522061,3,3
1608,23.83745407738888,32,2
1406,16.47679134509452,35,2
926,14.782000092633128,12,2
1962,34.80818921221784,9,3
105,0.3047174053828117,0,2
1652,26.551612702070276,40,1
1620,16.831973419018134,32,3
523,4.7849994575562285,6,1
1639,9.185735984091568,24,2
1182,9.796367298954822,5,1
555,3.0185178528848318,2,3
623,7.101256576082488,12,3
1069,15.987574177469996,25,2
597,6.390288277128349,4,1
550,7.867187546,6,2
724,13.60361480517109,15,2
1216,17.827648580231784,30,2
1741,24.29942081049443,40,2
1431,6.398753031395808,21,3
919,8.140378637461128,20,3
943,17.93097639702975,20,1
465,2.359938022254093,10,1
1399,26.69294481419595,6,2
747,14.371863445264454,6,3
1066,20.895369403134758,25,3
377,1.9299787327970443,1,2
1925,18.163702806506166,18,1
109,1.4526790445919395,0,2
361,3.718619341098149,1,3
1208,12.686318998831974,18,2
685,11.781019266341323,3,3
277,1.9036353748895927,4,2
343,2.0862939159030547,3,2
656,12.399887488732174,15,2
1165,18.51405789768093,25,2
367,1.6741258987877787,3,3
